Order_ID,Date,Region,State,City,Channel,Category,Brand,SKU,Units_Sold,MRP,Discount_Pct,Selling_Price,Revenue,Distributor,Sales_Rep
ORD108572,2024-12-10,North,Delhi,New Delhi,General Trade,Home Care,SparkleHome,Dishwash 500ml,14.0,134.75,11.5,119.25,1669.5,Dist_01,Rep_017
ORD107574,2025-09-24,West,Gujarat,Ahmedabad,General Trade,Dairy,MooGold,Milk 500ml,17.0,157.54,10.4,141.16,2399.72,Dist_07,Rep_002
ORD103306,2024-01-16,North,Punjab,Amritsar,E-commerce,Beverages,FizzUp,Iced Tea 500ml,13.0,103.6,8.0,95.31,1239.03,Dist_05,Rep_028
ORD106664,2024-04-13,West,Maharashtra,nagpur,Modern Trade,Personal Care,PureLather,Face Wash 100ml,16.0,181.27,15.4,153.35,2453.6,Dist_02,Rep_004
ORD101191,2025-08-11,South,Karnataka,Mysuru,Modern Trade,Home Care,SparkleHome,Detergent 1kg,14.0,215.84,7.1,200.52,2807.28,Dist_07,Rep_010
ORD106121,2024-09-05,West,Maharashtra,mumbai,Modern Trade,Snacks,GoldenBite,Biscuits 150g,10.0,12.26,2.2,11.99,119.9,Dist_05,Rep_006
ORD105572,2025-07-23,North,Punjab,Ludhiana,General Trade,Snacks,MunchWell,Chips 52g,16.0,22.23,2.2,21.74,347.84,Dist_10,Rep_029
ORD100369,2024-11-18,South,Karnataka,Bengaluru,General Trade,Dairy,DairyFresh,Paneer 200g,16.0,174.64,5.4,165.21,2643.36,Dist_14,Rep_027
ORD108665,2024-08-22,South,Karnataka,Mysuru,Modern Trade,Personal Care,GlowSkin,Soap 100g,11.0,226.55,6.9,210.92,2320.12,Dist_14,Rep_003
ORD104330,2024-10-09,West,Gujarat,Surat,E-commerce,Personal Care,FreshDay,Soap 100g,15.0,233.5,0.0,233.5,3502.5,Dist_15,Rep_027
ORD108380,2024-10-01,North,UP,lucknow,General Trade,Snacks,GoldenBite,Cookies 100g,19.0,23.2,15.0,19.72,374.68,Dist_05,Rep_035
ORD104739,2025-12-04,South,Karnataka,MYSURU,General Trade,Dairy,MooGold,Milk 500ml,5.0,178.24,4.0,171.11,855.55,Dist_05,Rep_030
ORD104903,2024-07-24,South,Tamil Nadu,Coimbatore,E-commerce,Home Care,CleanEdge,Dishwash 500ml,11.0,115.88,11.5,102.55,1128.05,Dist_10,Rep_003
ORD102635,2024-03-24,Central,Chhattisgarh,Raipur,Modern Trade,Dairy,MooGold,Paneer 200g,8.0,100.85,0.8,100.04,800.32,Dist_15,Rep_017
ORD103810,2024-01-29,North,Punjab,LUDHIANA,General Trade,Snacks,CrunchTime,Cookies 100g,20.0,11.08,10.8,9.88,197.6,Dist_02,Rep_029
ORD103785,2025-02-27,North,UP,kanpur,General Trade,Beverages,FizzUp,Juice 1L,12.0,48.5,6.7,45.25,543.0,Dist_06,Rep_009
ORD102556,2025-09-09,South,Karnataka,Bengaluru,Modern Trade,Dairy,DairyFresh,Curd 400g,16.0,270.68,18.6,220.33,3525.28,Dist_12,Rep_008
ORD108052,2025-12-10,North,Delhi, New Delhi ,General Trade,Personal Care,FreshDay,Soap 100g,9.0,170.16,0.0,170.16,1531.44,Dist_03,Rep_017
ORD104948,2024-02-06,East,West Bengal, Kolkata ,HoReCa,Snacks,MunchWell,Chips 52g,10.0,62.45,14.3,53.52,535.2,Dist_04,Rep_010
ORD106777,2024-04-30,North,Punjab,Amritsar,E-commerce,Home Care,CleanEdge,Floor Cleaner 1L,9.0,76.38,5.6,72.1,648.9,Dist_08,Rep_033
ORD104704,2025-11-06,West,Maharashtra,Pune,General Trade,Dairy,PureCow,Butter 100g,11.0,209.82,7.7,193.66,2130.26,Dist_07,Rep_024
ORD104502,2024-08-05,Central,Madhya Pradesh,Indore,E-commerce,Beverages,ChillJuice,Juice 1L,17.0,30.37,10.8,27.09,460.53,Dist_12,Rep_015
ORD104563,2024-02-07,West,Maharashtra,Mumbai,General Trade,Snacks,CrunchTime,Cookies 100g,11.0,43.36,8.8,39.54,434.94,Dist_02,Rep_030
ORD102601,2025-05-07,South,Tamil Nadu,Coimbatore,General Trade,Dairy,MooGold,Butter 100g,8.0,300.19,8.2,275.57,2204.56,Dist_10,Rep_018
ORD106163,2024-09-22,West,Gujarat,Surat,HoReCa,Home Care,CleanEdge,Detergent 1kg,11.0,146.49,10.0,131.84,1450.24,Dist_04,Rep_024
ORD103535,2025-10-16,East,Odisha,Bhubaneswar,General Trade,Dairy,MooGold,Paneer 200g,13.0,82.3,3.0,79.83,1037.79,Dist_08,Rep_025
ORD101273,2024-06-22,East,West Bengal,Kolkata,E-commerce,Snacks,GoldenBite,Cookies 100g,11.0,51.87,4.1,49.74,547.14,Dist_02,Rep_031
ORD105040,2024-12-15,West,Gujarat,Surat,General Trade,Beverages,FizzUp,Iced Tea 500ml,11.0,60.85,8.7,55.56,611.16,Dist_10,Rep_014
ORD103220,2025-09-18,South,Telangana,Hyderabad,General Trade,Beverages,FizzUp,Cola 250ml,16.0,130.46,2.8,126.81,2028.96,Dist_04,Rep_020
ORD105664,2025-07-05,West,Gujarat,Ahmedabad,General Trade,Dairy,DairyFresh,Ice Cream 1L,9.0,128.41,12.5,112.36,1011.24,Dist_06,Rep_019
ORD108234,2025-04-29,North,UP,Noida,General Trade,Dairy,PureCow,Paneer 200g,15.0,192.4,5.4,182.01,2730.15,Dist_06,Rep_035
ORD101423,2025-05-09,North,UP,Kanpur,Modern Trade,Snacks,MunchWell,Cookies 100g,16.0,62.27,6.0,58.53,936.48,Dist_04,Rep_009
ORD100481,2024-07-06,Central,Chhattisgarh,Raipur,General Trade,Snacks,CrunchTime,Cookies 100g,12.0,29.83,2.3,29.14,349.68,Dist_09,Rep_015
ORD108116,2025-09-07,North,UP,Kanpur,General Trade,Dairy,PureCow,Curd 400g,9.0,312.15,6.6,291.55,2623.95,Dist_08,Rep_038
ORD100953,2025-08-26,South,Karnataka,Bengaluru,General Trade,Beverages,FizzUp,Energy Drink 300ml,15.0,35.21,20.3,28.06,420.9,Dist_02,Rep_010
ORD105343,2024-09-21,South,Tamil Nadu,Chennai,Modern Trade,Snacks,GoldenBite,Cookies 100g,11.0,56.76,10.6,50.74,558.14,Dist_13,Rep_021
ORD100690,2024-02-28,Central,Chhattisgarh,Raipur,General Trade,Beverages,FizzUp,Cola 250ml,12.0,66.17,13.1,57.5,690.0,Dist_07,Rep_021
ORD105844,2024-12-26,North,Punjab,Amritsar,Modern Trade,Personal Care,PureLather,Face Wash 100ml,16.0,68.8,4.8,65.5,1048.0,Dist_15,Rep_021
ORD101713,2024-01-03,East,Odisha,Bhubaneswar,HoReCa,Home Care,CleanEdge,Detergent 1kg,9.0,151.87,10.4,136.08,1224.72,Dist_01,Rep_009
ORD102091,2025-12-22,South,Tamil Nadu,Chennai,General Trade,Dairy,PureCow,Butter 100g,7.0,252.37,4.5,241.01,1687.07,Dist_11,Rep_022
ORD108223,2025-08-16,North,Delhi,New Delhi,Modern Trade,Beverages,ChillJuice,Juice 1L,12.0,87.65,8.6,80.11,961.32,Dist_13,Rep_019
ORD106210,2025-03-15,Central,Madhya Pradesh,Bhopal,Modern Trade,Beverages,ChillJuice,Juice 1L,11.0,106.55,8.3,97.71,1074.81,Dist_13,Rep_009
ORD102817,2025-01-12,West,Maharashtra,Nagpur,Modern Trade,Dairy,DairyFresh,Paneer 200g,12.0,203.89,7.6,188.39,2260.68,Dist_07,Rep_008
ORD107789,2024-10-04,Central,Chhattisgarh,Raipur,General Trade,Snacks,MunchWell,Cookies 100g,,86.38,,79.9,1118.6,Dist_10,
ORD102078,2025-08-02,North,Punjab,Ludhiana,Modern Trade,Beverages,MorningBrew,Juice 1L,8.0,41.38,11.1,36.79,294.32,Dist_04,Rep_037
ORD101883,2025-11-04,North,Punjab,Ludhiana,Modern Trade,Dairy,PureCow,Milk 500ml,13.0,282.96,14.1,243.06,3159.78,Dist_01,Rep_005
ORD105209,2025-07-04,North,Delhi,New Delhi,Modern Trade,Personal Care,GlowSkin,Toothpaste 150g,11.0,170.49,8.4,156.17,1717.87,Dist_06,Rep_026
ORD102716,2024-08-16,South,Tamil Nadu,Coimbatore,E-commerce,Dairy,PureCow,Curd 400g,16.0,186.58,4.7,177.81,2844.96,Dist_09,Rep_024
ORD105258,2024-07-18,South,Karnataka,Bengaluru,General Trade,Personal Care,FreshDay,Toothpaste 150g,20.0,229.16,5.4,216.79,4335.8,Dist_13,Rep_008
ORD102079,2025-07-02,North,UP,Kanpur,Modern Trade,Personal Care,FreshDay,Toothpaste 150g,13.0,218.08,9.5,197.36,2565.68,Dist_02,Rep_039
ORD103628,2025-08-13,North,Delhi,New Delhi,General Trade,Personal Care,PureLather,Shampoo 200ml,,74.79,,71.87,718.7,Dist_04,
ORD105259,2024-11-24,West,Maharashtra,Nagpur,General Trade,Snacks,GoldenBite,Chips 52g,26.0,20.62,12.8,17.98,467.48,Dist_12,Rep_006
ORD100661,2024-10-21,Central,Madhya Pradesh,Indore,General Trade,Beverages,ChillJuice,Energy Drink 300ml,10.0,80.71,0.4,80.39,803.9,Dist_03,Rep_024
ORD106015,2024-11-18,Central,Madhya Pradesh,Indore,Modern Trade,Personal Care,FreshDay,Toothpaste 150g,6.0,243.13,0.0,243.13,1458.78,Dist_15,Rep_035
ORD107956,2024-08-25,South,Tamil Nadu,CHENNAI,Modern Trade,Beverages,ChillJuice,Cola 250ml,13.0,91.58,0.0,91.58,1190.54,Dist_10,Rep_002
ORD102073,2025-01-29,West,Maharashtra,Mumbai,General Trade,Snacks,CrunchTime,Cookies 100g,5.0,63.4,20.7,50.28,251.4,Dist_09,Rep_037
ORD105435,2024-09-04,South,Karnataka,Bengaluru,General Trade,Beverages,MorningBrew,Cola 250ml,16.0,48.4,12.6,42.3,676.8,Dist_10,Rep_028
ORD103666,2025-05-07,West,Maharashtra,nagpur,General Trade,Home Care,SparkleHome,Floor Cleaner 1L,4.0,231.25,14.7,197.26,789.04,Dist_05,Rep_017
ORD106733,2024-10-18,North,UP,Noida,Modern Trade,Personal Care,GlowSkin,Shampoo 200ml,14.0,134.25,3.8,129.15,1808.1,Dist_07,Rep_018
ORD102321,2024-11-19,West,Maharashtra,PUNE,General Trade,Home Care,SparkleHome,Dishwash 500ml,14.0,59.75,0.0,59.75,836.5,Dist_10,Rep_029
ORD106095,2025-06-10,Central,Chhattisgarh,Raipur,General Trade,Dairy,MooGold,Curd 400g,13.0,153.52,0.0,153.52,1995.76,Dist_02,Rep_030
ORD108560,2024-05-05,North,Punjab,Ludhiana,General Trade,Beverages,MorningBrew,Iced Tea 500ml,14.0,145.24,3.9,139.58,1954.12,Dist_09,Rep_025
ORD102408,2024-03-20,North,UP,Kanpur,Modern Trade,Dairy,MooGold,Paneer 200g,3.0,28.65,5.1,27.19,81.57,Dist_08,Rep_033
ORD104124,2024-03-07,South,Tamil Nadu,Coimbatore,E-commerce,Beverages,MorningBrew,Cola 250ml,12.0,21.67,9.7,19.57,234.84,Dist_12,Rep_037
ORD103567,2025-09-16,South,Telangana,Hyderabad,General Trade,Personal Care,PureLather,Shampoo 200ml,7.0,178.06,8.7,162.57,1137.99,Dist_13,Rep_019
ORD103327,2024-05-25,North,Delhi,New Delhi,Modern Trade,Dairy,PureCow,Butter 100g,15.0,308.67,0.0,308.67,4630.05,Dist_08,Rep_025
ORD105234,2025-04-26,North,UP,Kanpur,Modern Trade,Personal Care,GlowSkin,Shampoo 200ml,7.0,264.02,1.1,261.12,1827.84,Dist_03,Rep_003
ORD103843,2024-12-18,West,Gujarat,Surat,Modern Trade,Snacks,MunchWell,Chips 52g,15.0,23.49,14.6,20.06,300.9,Dist_06,Rep_002
ORD108072,2024-11-28,North,Punjab,Ludhiana,General Trade,Home Care,CleanEdge,Dishwash 500ml,15.0,165.85,3.9,159.38,2390.7,Dist_07,Rep_009
ORD108807,2024-10-26,North,Punjab,Ludhiana,General Trade,Dairy,DairyFresh,Ice Cream 1L,8.0,243.9,8.5,223.17,1785.36,Dist_01,Rep_006
ORD102288,2024-03-24,South,Karnataka,Bengaluru,Modern Trade,Snacks,CrunchTime,Chips 52g,20.0,19.8,0.0,19.8,396.0,Dist_07,Rep_036
ORD102803,2025-02-04,West,Maharashtra,Pune,General Trade,Personal Care,PureLather,Shampoo 200ml,11.0,146.05,14.5,124.87,1373.57,Dist_03,Rep_005
ORD101923,2025-02-19,East,Odisha,Bhubaneswar,E-commerce,Snacks,GoldenBite,Namkeen 200g,14.0,96.44,15.1,81.88,1146.32,Dist_04,Rep_018
ORD102282,2025-03-09,West,Maharashtra,Pune,Modern Trade,Personal Care,GlowSkin,Soap 100g,14.0,278.08,1.2,274.74,3846.36,Dist_02,Rep_032
ORD103465,2024-03-29,South,Karnataka, Bengaluru ,General Trade,Personal Care,PureLather,Face Wash 100ml,18.0,245.04,16.3,205.1,3691.8,Dist_09,Rep_003
ORD103533,2024-12-26,South,Karnataka, Mysuru ,HoReCa,Snacks,MunchWell,Namkeen 200g,14.0,38.76,9.7,35.0,490.0,Dist_13,Rep_029
ORD104046,2024-07-23,East,Odisha,Bhubaneswar,Modern Trade,Home Care,SparkleHome,Dishwash 500ml,,245.41,,224.55,2245.5,Dist_11,
ORD101984,2025-10-16,South,Telangana,Hyderabad,General Trade,Snacks,GoldenBite,Biscuits 150g,17.0,59.78,12.8,52.13,886.21,Dist_13,Rep_039
ORD100544,2025-02-17,South,Karnataka,Mysuru,General Trade,Beverages,ChillJuice,Cola 250ml,14.0,37.5,6.3,35.14,491.96,Dist_10,Rep_009
ORD101532,2025-02-05,West,Maharashtra,Mumbai,Modern Trade,Dairy,PureCow,Milk 500ml,13.0,188.3,11.3,167.02,2171.26,Dist_09,Rep_029
ORD104997,2024-08-10,West,Maharashtra,Mumbai,Modern Trade,Beverages,ChillJuice,Energy Drink 300ml,11.0,135.34,4.7,128.98,1418.78,Dist_09,Rep_031
ORD105176,2025-05-01,West,Maharashtra,Nagpur,General Trade,Snacks,GoldenBite,Namkeen 200g,11.0,59.95,9.4,54.31,597.41,Dist_08,Rep_009
ORD107093,2025-05-30,West,Gujarat,Surat,General Trade,Personal Care,GlowSkin,Shampoo 200ml,12.0,80.21,7.2,74.43,893.16,Dist_11,Rep_031
ORD102714,2024-02-18,Central,Chhattisgarh,RAIPUR,E-commerce,Home Care,SparkleHome,Detergent 1kg,14.0,115.0,0.0,115.0,1610.0,Dist_13,Rep_002
ORD108239,2024-01-21,North,Punjab,Ludhiana,General Trade,Personal Care,GlowSkin,Face Wash 100ml,15.0,223.39,10.0,201.05,3015.75,Dist_06,Rep_013
ORD100886,2025-08-12,North,UP,Noida,E-commerce,Snacks,CrunchTime,Biscuits 150g,13.0,73.52,8.0,67.64,879.32,Dist_14,Rep_040
ORD108255,2024-05-04,South,Telangana,Hyderabad,Modern Trade,Home Care,CleanEdge,Detergent 1kg,21.0,154.98,8.5,141.81,2978.01,Dist_02,Rep_025
ORD102987,2025-12-01,North,Punjab,Amritsar,General Trade,Snacks,GoldenBite,Chips 52g,15.0,43.97,10.0,39.57,593.55,Dist_03,Rep_040
ORD104848,2025-01-04,South,Karnataka,BENGALURU,General Trade,Snacks,MunchWell,Cookies 100g,7.0,69.89,0.5,69.54,486.78,Dist_03,Rep_018
ORD106449,2025-10-15,North,UP,Noida,Modern Trade,Personal Care,GlowSkin,Face Wash 100ml,13.0,252.37,13.2,219.06,2847.78,Dist_03,Rep_014
ORD102647,2024-06-12,Central,Chhattisgarh,Raipur,General Trade,Snacks,CrunchTime,Biscuits 150g,12.0,47.95,7.6,44.31,531.72,Dist_12,Rep_002
ORD107178,2025-12-01,South,Tamil Nadu,Coimbatore,Modern Trade,Personal Care,GlowSkin,Toothpaste 150g,9.0,113.94,15.8,95.94,863.46,Dist_01,Rep_015
ORD107009,2024-09-16,West,Maharashtra,Pune,General Trade,Dairy,DairyFresh,Paneer 200g,12.0,226.25,11.9,199.33,2391.96,Dist_08,Rep_015
ORD103782,2024-08-08,North,UP,Noida,E-commerce,Personal Care,GlowSkin,Face Wash 100ml,9.0,205.24,0.7,203.8,1834.2,Dist_09,Rep_026
ORD106367,2025-01-11,West,Maharashtra,Pune,Modern Trade,Snacks,MunchWell,Chips 52g,10.0,59.01,7.2,54.76,547.6,Dist_13,Rep_026
ORD105773,2024-03-07,North,UP,Kanpur,E-commerce,Dairy,MooGold,Paneer 200g,11.0,315.0,20.4,250.74,2758.14,Dist_11,Rep_031
ORD100478,2025-01-28,North,UP,Kanpur,General Trade,Dairy,MooGold,Curd 400g,12.0,131.01,2.8,127.34,1528.08,Dist_07,Rep_031
ORD104161,2024-02-25,North,UP,Kanpur,E-commerce,Dairy,DairyFresh,Ice Cream 1L,9.0,287.97,4.8,274.15,2467.35,Dist_09,Rep_019
ORD103522,2025-08-20,North,UP,Lucknow,Modern Trade,Beverages,MorningBrew,Cola 250ml,15.0,32.63,7.2,30.28,454.2,Dist_02,Rep_037
ORD100541,2024-08-19,Central,Madhya Pradesh,Indore,HoReCa,Snacks,MunchWell,Biscuits 150g,11.0,32.91,4.1,31.56,347.16,Dist_14,Rep_005
ORD108182,2024-02-20,West,Maharashtra,Nagpur,E-commerce,Snacks,GoldenBite,Biscuits 150g,13.0,91.5,13.6,79.06,1027.78,Dist_06,Rep_029
ORD100979,2024-09-13,East,Odisha,bhubaneswar,General Trade,Beverages,FizzUp,Juice 1L,9.0,74.03,12.0,65.15,586.35,Dist_02,Rep_006
ORD105204,2025-03-19,North,Delhi,NEW DELHI,E-commerce,Personal Care,FreshDay,Toothpaste 150g,12.0,129.23,4.2,123.8,1485.6,Dist_02,Rep_037
ORD105809,2024-11-25,Central,Chhattisgarh,Raipur,E-commerce,Beverages,MorningBrew,Cola 250ml,8.0,119.95,20.5,95.36,762.88,Dist_10,Rep_037
ORD108076,2024-06-15,South,Karnataka,Mysuru,Modern Trade,Home Care,CleanEdge,Dishwash 500ml,9.0,148.22,18.4,120.95,1088.55,Dist_11,Rep_017
ORD108900,2024-06-20,South,Karnataka,Bengaluru,E-commerce,Beverages,FizzUp,Iced Tea 500ml,11.0,121.96,5.2,115.62,1271.82,Dist_01,Rep_014
ORD105153,2025-05-08,West,Maharashtra,Nagpur,Modern Trade,Personal Care,PureLather,Toothpaste 150g,13.0,266.65,5.0,253.32,3293.16,Dist_06,Rep_040
ORD105999,2024-05-27,North,UP,Kanpur,HoReCa,Snacks,MunchWell,Biscuits 150g,11.0,27.22,2.9,26.43,290.73,Dist_15,Rep_005
ORD103699,2025-03-09,South,Karnataka,Mysuru,E-commerce,Dairy,DairyFresh,Paneer 200g,13.0,30.33,1.2,29.97,389.61,Dist_12,Rep_011
ORD104364,2024-03-24,South,Tamil Nadu,Chennai,Modern Trade,Personal Care,GlowSkin,Face Wash 100ml,10.0,77.76,6.6,72.63,726.3,Dist_04,Rep_039
ORD100499,2024-02-25,South,Tamil Nadu,Chennai,Modern Trade,Personal Care,PureLather,Toothpaste 150g,14.0,156.44,10.6,139.86,1958.04,Dist_14,Rep_008
ORD104751,2025-07-07,North,UP,Noida,HoReCa,Snacks,MunchWell,Namkeen 200g,13.0,102.29,0.0,102.29,1329.77,Dist_09,Rep_033
ORD107734,2024-12-02,South,Karnataka,Mysuru,Modern Trade,Personal Care,GlowSkin,Face Wash 100ml,,62.03,,62.03,496.24,Dist_09,
ORD106551,2025-07-29,South,Tamil Nadu,Coimbatore,HoReCa,Dairy,DairyFresh,Ice Cream 1L,10.0,175.7,6.9,163.58,1635.8,Dist_11,Rep_018
ORD105714,2024-03-16,West,Maharashtra,Pune,General Trade,Dairy,MooGold,Curd 400g,14.0,247.93,5.4,234.54,3283.56,Dist_01,Rep_026
ORD108037,2025-06-15,South,Telangana,Hyderabad,Modern Trade,Dairy,PureCow,Curd 400g,9.0,107.68,9.1,97.88,880.92,Dist_03,Rep_017
ORD100336,2024-08-19,North,Delhi,New Delhi,General Trade,Snacks,CrunchTime,Cookies 100g,10.0,76.97,6.4,72.04,720.4,Dist_04,Rep_039
ORD100239,2024-02-19,West,Maharashtra,Mumbai,General Trade,Dairy,PureCow,Butter 100g,14.0,301.43,9.3,273.4,3827.6,Dist_05,Rep_011
ORD107232,2025-04-08,East,West Bengal,Kolkata,General Trade,Snacks,MunchWell,Biscuits 150g,10.0,28.96,15.1,24.59,245.9,Dist_04,Rep_027
ORD102066,2024-01-10,South,Karnataka,Bengaluru,General Trade,Home Care,SparkleHome,Dishwash 500ml,13.0,206.54,10.6,184.65,2400.45,Dist_10,Rep_033
ORD101372,2025-12-17,North,UP,noida,General Trade,Snacks,GoldenBite,Chips 52g,18.0,52.99,3.0,51.4,925.2,Dist_14,Rep_020
ORD103589,2025-09-09,West,Maharashtra,Mumbai,E-commerce,Snacks,GoldenBite,Cookies 100g,8.0,95.43,7.7,88.08,704.64,Dist_11,Rep_009
ORD103175,2025-04-08,North,Punjab,Ludhiana,General Trade,Dairy,DairyFresh,Paneer 200g,9.0,162.96,17.1,135.09,1215.81,Dist_05,Rep_027
ORD105324,2025-08-23,South,Tamil Nadu,Chennai,E-commerce,Snacks,MunchWell,Biscuits 150g,20.0,72.6,0.0,72.6,1452.0,Dist_13,Rep_039
ORD105661,2024-07-11,South,Karnataka,Bengaluru,General Trade,Home Care,SparkleHome,Floor Cleaner 1L,11.0,256.84,11.1,228.33,2511.63,Dist_04,Rep_003
ORD103154,2024-12-17,East,West Bengal,Kolkata,General Trade,Snacks,MunchWell,Chips 52g,11.0,79.31,8.5,72.57,798.27,Dist_02,Rep_033
ORD105299,2025-12-16,North,Punjab,ludhiana,Modern Trade,Snacks,MunchWell,Cookies 100g,10.0,88.17,11.0,78.47,784.7,Dist_11,Rep_038
ORD101951,2025-01-06,South,Karnataka,Mysuru,General Trade,Beverages,MorningBrew,Juice 1L,7.0,68.08,4.3,65.15,456.05,Dist_09,Rep_028
ORD106927,2025-10-14,West,Maharashtra,Mumbai,E-commerce,Personal Care,GlowSkin,Toothpaste 150g,15.0,139.28,6.8,129.81,1947.15,Dist_14,Rep_040
ORD107111,2024-05-26,North,UP,Kanpur,E-commerce,Beverages,ChillJuice,Cola 250ml,19.0,143.96,12.0,126.68,2406.92,Dist_14,Rep_024
ORD100136,2025-01-16,North,UP,Lucknow,General Trade,Dairy,DairyFresh,Butter 100g,16.0,131.42,2.7,127.87,2045.92,Dist_06,Rep_006
ORD105048,2025-12-07,North,UP,Noida,General Trade,Snacks,GoldenBite,Biscuits 150g,12.0,40.85,4.5,39.01,468.12,Dist_08,Rep_034
ORD105116,2024-05-25,West,Maharashtra,Nagpur,General Trade,Beverages,FizzUp,Iced Tea 500ml,15.0,134.83,12.1,118.52,1777.8,Dist_12,Rep_024
ORD107972,2024-01-03,North,UP,Kanpur,General Trade,Beverages,ChillJuice,Energy Drink 300ml,13.0,102.34,8.8,93.33,1213.29,Dist_09,Rep_001
ORD102967,2024-08-25,West,Maharashtra,Nagpur,HoReCa,Personal Care,PureLather,Toothpaste 150g,16.0,133.44,11.4,118.23,1891.68,Dist_13,Rep_015
ORD105692,2025-04-16,South,Telangana,Hyderabad,E-commerce,Beverages,FizzUp,Cola 250ml,17.0,128.3,10.2,115.21,1958.57,Dist_15,Rep_026
ORD108025,2024-07-05,North,UP,Kanpur,HoReCa,Home Care,CleanEdge,Dishwash 500ml,12.0,72.22,20.8,57.2,686.4,Dist_13,Rep_018
ORD105155,2024-09-11,North,UP,Kanpur,General Trade,Dairy,PureCow,Milk 500ml,9.0,275.41,6.7,256.96,2312.64,Dist_15,Rep_005
ORD108757,2025-03-16,North,Punjab,Amritsar,HoReCa,Dairy,PureCow,Curd 400g,8.0,93.78,8.1,86.18,689.44,Dist_05,Rep_009
ORD104140,2024-05-08,West,Maharashtra,Pune,Modern Trade,Home Care,SparkleHome,Dishwash 500ml,7.0,155.03,7.9,142.78,999.46,Dist_11,Rep_018
ORD108149,2025-10-06,North,Punjab,Ludhiana,General Trade,Dairy,PureCow,Ice Cream 1L,14.0,275.46,8.7,251.49,3520.86,Dist_05,Rep_011
ORD101997,2025-02-10,North,UP,KANPUR,General Trade,Personal Care,FreshDay,Soap 100g,18.0,86.1,8.7,78.61,1414.98,Dist_07,Rep_005
ORD105574,2024-07-06,Central,Madhya Pradesh,Indore,General Trade,Snacks,GoldenBite,Namkeen 200g,19.0,46.63,9.9,42.01,798.19,Dist_15,Rep_035
ORD100961,2025-05-01,South,Telangana,Hyderabad,Modern Trade,Beverages,MorningBrew,Juice 1L,19.0,28.89,2.6,28.14,534.66,Dist_12,Rep_020
ORD102134,2025-07-01,South,Tamil Nadu,Chennai,E-commerce,Snacks,MunchWell,Cookies 100g,17.0,14.03,10.0,12.63,214.71,Dist_09,Rep_016
ORD102559,2024-12-10,South,Karnataka,Mysuru,E-commerce,Beverages,ChillJuice,Iced Tea 500ml,21.0,29.25,6.1,27.47,576.87,Dist_09,Rep_002
ORD105546,2024-02-15,South,Karnataka,Bengaluru,General Trade,Snacks,GoldenBite,Biscuits 150g,15.0,39.62,0.9,39.26,588.9,Dist_03,Rep_035
ORD107306,2025-01-27,Central,Chhattisgarh,raipur,General Trade,Personal Care,GlowSkin,Soap 100g,16.0,275.78,12.4,241.58,3865.28,Dist_08,Rep_017
ORD108571,2025-02-02,South,Karnataka,Mysuru,Modern Trade,Dairy,PureCow,Paneer 200g,6.0,217.7,3.4,210.3,1261.8,Dist_15,Rep_029
ORD103626,2024-08-05,West,Maharashtra,Pune,Modern Trade,Beverages,ChillJuice,Cola 250ml,11.0,126.13,0.0,126.13,1387.43,Dist_13,Rep_033
ORD106222,2024-02-12,South,Karnataka,Bengaluru,General Trade,Dairy,PureCow,Paneer 200g,14.0,86.34,7.5,79.86,1118.04,Dist_03,Rep_038
ORD106732,2024-09-13,East,Odisha,Bhubaneswar,Modern Trade,Personal Care,PureLather,Face Wash 100ml,8.0,115.95,15.1,98.44,787.52,Dist_09,Rep_036
ORD107846,2024-03-21,South,Karnataka,BENGALURU,HoReCa,Personal Care,PureLather,Shampoo 200ml,8.0,214.69,7.9,197.73,1581.84,Dist_13,Rep_019
ORD106147,2024-01-26,North,Punjab, Ludhiana ,Modern Trade,Dairy,PureCow,Butter 100g,14.0,302.1,17.4,249.53,3493.42,Dist_10,Rep_034
ORD107863,2024-06-21,North,UP,Lucknow,Modern Trade,Home Care,CleanEdge,Dishwash 500ml,13.0,88.46,6.9,82.36,1070.68,Dist_11,Rep_019
ORD102217,2024-08-08,West,Maharashtra,Pune,Modern Trade,Dairy,MooGold,Paneer 200g,17.0,269.82,0.5,268.47,4563.99,Dist_11,Rep_033
ORD106254,2024-06-08,North,Punjab,Amritsar,General Trade,Dairy,PureCow,Milk 500ml,13.0,62.01,1.5,61.08,794.04,Dist_12,Rep_040
ORD108162,2024-09-27,South,Telangana,Hyderabad,General Trade,Beverages,FizzUp,Iced Tea 500ml,6.0,75.68,11.6,66.9,401.4,Dist_12,Rep_018
ORD108813,2025-06-06,North,UP,Noida,General Trade,Snacks,MunchWell,Namkeen 200g,9.0,67.34,9.1,61.21,550.89,Dist_04,Rep_031
ORD103642,2025-10-15,North,UP,kanpur,General Trade,Personal Care,PureLather,Soap 100g,10.0,198.75,4.8,189.21,1892.1,Dist_11,Rep_036
ORD100148,2024-02-20,North,UP,Noida,Modern Trade,Personal Care,GlowSkin,Shampoo 200ml,17.0,160.11,0.0,160.11,2721.87,Dist_09,Rep_013
ORD106892,2024-03-21,North,Punjab,ludhiana,HoReCa,Dairy,PureCow,Milk 500ml,10.0,246.29,3.8,236.93,2369.3,Dist_12,Rep_017
ORD103609,2024-01-21,North,Punjab,Amritsar,General Trade,Personal Care,GlowSkin,Toothpaste 150g,14.0,276.43,18.8,224.46,3142.44,Dist_04,Rep_025
